Number, Time, Resource, NoOfElements, Type
198, 91482, file:/tmp/junit-11629769597907961994/example.model, 1, Save
199, 79991, file:/tmp/junit-13122030661061283246/example.model, 1, Save
200, 67927, file:/tmp/junit-11433776446842992146/example.model, 1, Save
201, 70743, file:/tmp/junit-998560106112270965/example.model, 1, Save
202, 146715, file:/tmp/junit-7051010211501303933/example.model, 1, Save
203, 87434, file:/tmp/junit-10763333278901944838/example.model, 1, Save
204, 83607, file:/tmp/junit-15787573639184272164/example.model, 1, Save
205, 96992, file:/tmp/junit-9045274101582697599/example.model, 1, Save
206, 113403, file:/tmp/junit-14235664651073397273/example.model, 1, Save
207, 88737, file:/tmp/junit-8295322960435270404/example.model, 1, Save
208, 132689, file:/tmp/junit-8932915107939418607/example.model, 1, Save
209, 121879, file:/tmp/junit-77057804260896654/example.model, 1, Save
255, 239540, file:/tmp/junit-9307177348920218366/example.model, 1, Save
256, 385985, file:/tmp/junit-9307177348920218366/example.model, 2, Save
257, 149120, file:/tmp/junit-9307177348920218366/example.model, 3, Save
258, 100799, file:/tmp/junit-11858964851954192556/example.model, 1, Save
259, 116139, file:/tmp/junit-11858964851954192556/example.model, 2, Save
260, 128211, file:/tmp/junit-11858964851954192556/example.model, 3, Save
261, 102603, file:/tmp/junit-4475398162721261179/example.model, 1, Save
262, 104767, file:/tmp/junit-4475398162721261179/example.model, 2, Save
263, 104466, file:/tmp/junit-4475398162721261179/example.model, 3, Save
264, 126367, file:/tmp/junit-15767487663916927151/example.model, 1, Save
265, 157927, file:/tmp/junit-15767487663916927151/example.model, 2, Save
266, 125987, file:/tmp/junit-15767487663916927151/example.model, 3, Save
267, 72456, file:/tmp/junit-689498041007314494/example.model, 1, Save
268, 91772, file:/tmp/junit-689498041007314494/example.model, 2, Save
269, 114556, file:/tmp/junit-689498041007314494/example.model, 3, Save
270, 83998, file:/tmp/junit-1768235934631295966/example.model, 1, Save
271, 92053, file:/tmp/junit-1768235934631295966/example.model, 2, Save
272, 75783, file:/tmp/junit-1768235934631295966/example.model, 3, Save
273, 76484, file:/tmp/junit-4005505462492505359/example.model, 1, Save
274, 95309, file:/tmp/junit-4005505462492505359/example.model, 2, Save
275, 97713, file:/tmp/junit-4005505462492505359/example.model, 3, Save
276, 121788, file:/tmp/junit-6497542494940411757/example.model, 1, Save
277, 111540, file:/tmp/junit-6497542494940411757/example.model, 2, Save
278, 134883, file:/tmp/junit-6497542494940411757/example.model, 3, Save
279, 104125, file:/tmp/junit-1232126688220412709/example.model, 1, Save
280, 117160, file:/tmp/junit-1232126688220412709/example.model, 2, Save
281, 92614, file:/tmp/junit-1232126688220412709/example.model, 3, Save
282, 94026, file:/tmp/junit-12543195645420253626/example.model, 1, Save
283, 170300, file:/tmp/junit-12543195645420253626/example.model, 2, Save
284, 102643, file:/tmp/junit-12543195645420253626/example.model, 3, Save
285, 111469, file:/tmp/junit-6903530684557034279/example.model, 1, Save
286, 132499, file:/tmp/junit-6903530684557034279/example.model, 2, Save
287, 102082, file:/tmp/junit-6903530684557034279/example.model, 3, Save
288, 125706, file:/tmp/junit-4503863266204858352/example.model, 1, Save
289, 153328, file:/tmp/junit-4503863266204858352/example.model, 2, Save
290, 157807, file:/tmp/junit-4503863266204858352/example.model, 3, Save
291, 102342, file:/tmp/junit-3970979806542632706/example.model, 1, Save
292, 151505, file:/tmp/junit-3970979806542632706/example.model, 2, Save
293, 204614, file:/tmp/junit-3970979806542632706/example.model, 3, Save
294, 115206, file:/tmp/junit-1550609847677963608/example.model, 1, Save
295, 134302, file:/tmp/junit-1550609847677963608/example.model, 2, Save
296, 123522, file:/tmp/junit-1550609847677963608/example.model, 3, Save
297, 111509, file:/tmp/junit-18064418084641600843/example.model, 1, Save
298, 140954, file:/tmp/junit-18064418084641600843/example.model, 2, Save
299, 148740, file:/tmp/junit-18064418084641600843/example.model, 3, Save
330, 85451, file:/tmp/junit-6407725375396761559/example.model, 1, Save
331, 100819, file:/tmp/junit-6407725375396761559/example.model, 2, Save
332, 81292, file:/tmp/junit-10249272538072026642/example.model, 1, Save
333, 104967, file:/tmp/junit-10249272538072026642/example.model, 2, Save
334, 67968, file:/tmp/junit-7541244307679970025/example.model, 1, Save
335, 75422, file:/tmp/junit-7541244307679970025/example.model, 2, Save
336, 76644, file:/tmp/junit-11700759907651495806/example.model, 1, Save
337, 112482, file:/tmp/junit-11700759907651495806/example.model, 2, Save
338, 78196, file:/tmp/junit-4162180004138146562/example.model, 1, Save
339, 81704, file:/tmp/junit-4162180004138146562/example.model, 2, Save
340, 66275, file:/tmp/junit-13877024093796800726/example.model, 1, Save
341, 123912, file:/tmp/junit-13877024093796800726/example.model, 2, Save
342, 72596, file:/tmp/junit-1649957688335909086/example.model, 1, Save
343, 93055, file:/tmp/junit-1649957688335909086/example.model, 2, Save
344, 72967, file:/tmp/junit-497890969532577591/example.model, 1, Save
345, 83196, file:/tmp/junit-497890969532577591/example.model, 2, Save
346, 76794, file:/tmp/junit-6012227833848702845/example.model, 1, Save
347, 106099, file:/tmp/junit-6012227833848702845/example.model, 2, Save
348, 88376, file:/tmp/junit-14462507079293876840/example.model, 1, Save
349, 102973, file:/tmp/junit-14462507079293876840/example.model, 2, Save
350, 87394, file:/tmp/junit-8920645470822612723/example.model, 1, Save
351, 153859, file:/tmp/junit-8920645470822612723/example.model, 2, Save
352, 100689, file:/tmp/junit-194143200484296712/example.model, 1, Save
353, 102943, file:/tmp/junit-194143200484296712/example.model, 2, Save
354, 113072, file:/tmp/junit-4294828906865926122/example.model, 1, Save
355, 95540, file:/tmp/junit-4294828906865926122/example.model, 2, Save
356, 93336, file:/tmp/junit-3597840351702352895/example.model, 1, Save
357, 111910, file:/tmp/junit-3597840351702352895/example.model, 2, Save
358, 102141, file:/tmp/junit-14306157853579439663/example.model, 1, Save
359, 145623, file:/tmp/junit-14306157853579439663/example.model, 2, Save
405, 81132, file:/tmp/junit-8704206445455854162/example.model, 1, Save
406, 120576, file:/tmp/junit-8704206445455854162/example.model, 2, Save
407, 73909, file:/tmp/junit-8704206445455854162/example.model, 2, Save
408, 83126, file:/tmp/junit-15875505171161584869/example.model, 1, Save
409, 101701, file:/tmp/junit-15875505171161584869/example.model, 2, Save
410, 107872, file:/tmp/junit-15875505171161584869/example.model, 2, Save
411, 101621, file:/tmp/junit-5011808966892126117/example.model, 1, Save
412, 145593, file:/tmp/junit-5011808966892126117/example.model, 2, Save
413, 154210, file:/tmp/junit-5011808966892126117/example.model, 2, Save
414, 116820, file:/tmp/junit-5183353279499784129/example.model, 1, Save
415, 128622, file:/tmp/junit-5183353279499784129/example.model, 2, Save
416, 144932, file:/tmp/junit-5183353279499784129/example.model, 2, Save
417, 106620, file:/tmp/junit-7265350862034112086/example.model, 1, Save
418, 102252, file:/tmp/junit-7265350862034112086/example.model, 2, Save
419, 85371, file:/tmp/junit-7265350862034112086/example.model, 2, Save
420, 90119, file:/tmp/junit-18438518229408185431/example.model, 1, Save
421, 93656, file:/tmp/junit-18438518229408185431/example.model, 2, Save
422, 96381, file:/tmp/junit-18438518229408185431/example.model, 2, Save
423, 114575, file:/tmp/junit-3725481851078412657/example.model, 1, Save
424, 186340, file:/tmp/junit-3725481851078412657/example.model, 2, Save
425, 130886, file:/tmp/junit-3725481851078412657/example.model, 2, Save
426, 117441, file:/tmp/junit-714327429540547922/example.model, 1, Save
427, 109646, file:/tmp/junit-714327429540547922/example.model, 2, Save
428, 126779, file:/tmp/junit-714327429540547922/example.model, 2, Save
429, 107231, file:/tmp/junit-14756116343919960188/example.model, 1, Save
430, 167034, file:/tmp/junit-14756116343919960188/example.model, 2, Save
431, 92082, file:/tmp/junit-14756116343919960188/example.model, 2, Save
432, 98945, file:/tmp/junit-7024819478912044187/example.model, 1, Save
433, 107442, file:/tmp/junit-7024819478912044187/example.model, 2, Save
434, 124785, file:/tmp/junit-7024819478912044187/example.model, 2, Save
435, 108404, file:/tmp/junit-8494348949980058645/example.model, 1, Save
436, 140654, file:/tmp/junit-8494348949980058645/example.model, 2, Save
437, 143970, file:/tmp/junit-8494348949980058645/example.model, 2, Save
438, 129914, file:/tmp/junit-2682309626569121057/example.model, 1, Save
439, 146546, file:/tmp/junit-2682309626569121057/example.model, 2, Save
440, 180318, file:/tmp/junit-2682309626569121057/example.model, 2, Save
441, 109045, file:/tmp/junit-4802115267114122486/example.model, 1, Save
442, 201298, file:/tmp/junit-4802115267114122486/example.model, 2, Save
443, 150092, file:/tmp/junit-4802115267114122486/example.model, 2, Save
444, 113322, file:/tmp/junit-6932164888671634605/example.model, 1, Save
445, 144691, file:/tmp/junit-6932164888671634605/example.model, 2, Save
446, 114675, file:/tmp/junit-6932164888671634605/example.model, 2, Save
447, 142097, file:/tmp/junit-17783518150947461277/example.model, 1, Save
448, 197030, file:/tmp/junit-17783518150947461277/example.model, 2, Save
449, 193163, file:/tmp/junit-17783518150947461277/example.model, 2, Save
