Number, Time, Resource, NoOfElements, Type
272, 97499, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2017%20of%2030/model/Model.arxml, 1, Save
273, 62245, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2017%20of%2030/model/Model.arxml, 2, Save
274, 89685, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2018%20of%2030/model/Model.arxml, 1, Save
275, 58477, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2018%20of%2030/model/Model.arxml, 2, Save
276, 81720, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2019%20of%2030/model/Model.arxml, 1, Save
277, 53057, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2019%20of%2030/model/Model.arxml, 2, Save
278, 70710, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2020%20of%2030/model/Model.arxml, 1, Save
279, 50163, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2020%20of%2030/model/Model.arxml, 2, Save
280, 58147, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2021%20of%2030/model/Model.arxml, 1, Save
281, 50824, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2021%20of%2030/model/Model.arxml, 2, Save
282, 65501, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2022%20of%2030/model/Model.arxml, 1, Save
283, 53779, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2022%20of%2030/model/Model.arxml, 2, Save
284, 102007, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2023%20of%2030/model/Model.arxml, 1, Save
285, 59289, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2023%20of%2030/model/Model.arxml, 2, Save
286, 85678, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2024%20of%2030/model/Model.arxml, 1, Save
287, 64929, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2024%20of%2030/model/Model.arxml, 2, Save
288, 89464, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2025%20of%2030/model/Model.arxml, 1, Save
289, 60792, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2025%20of%2030/model/Model.arxml, 2, Save
290, 76811, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2026%20of%2030/model/Model.arxml, 1, Save
291, 56183, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2026%20of%2030/model/Model.arxml, 2, Save
292, 84616, file:/tmp/Vitruv/AutoSARtoSimuLinkSwComponentTest/testCreateComponent()/repetition%2027%20of%2030/model/Model.arxml, 1, Save
