Number, Time, Resource, NoOfElements, Type
208, 54139, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2020%20of%2030/model/Model.arxml, 2, Save
209, 64559, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2020%20of%2030/model/Model.arxml, 1, Save
210, 82291, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2021%20of%2030/model/Model.arxml, 1, Save
211, 53699, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2021%20of%2030/model/Model.arxml, 2, Save
212, 44752, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2021%20of%2030/model/Model.arxml, 1, Save
213, 73475, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2022%20of%2030/model/Model.arxml, 1, Save
214, 51034, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2022%20of%2030/model/Model.arxml, 2, Save
215, 46004, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2022%20of%2030/model/Model.arxml, 1, Save
216, 68005, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2023%20of%2030/model/Model.arxml, 1, Save
217, 51905, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2023%20of%2030/model/Model.arxml, 2, Save
218, 43350, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2023%20of%2030/model/Model.arxml, 1, Save
219, 84555, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2024%20of%2030/model/Model.arxml, 1, Save
220, 61233, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2024%20of%2030/model/Model.arxml, 2, Save
221, 52777, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2024%20of%2030/model/Model.arxml, 1, Save
222, 66973, file:/tmp/Vitruv/SimuLinkToAutoSARBlockTest/testDeleteBlock()/repetition%2025%20of%2030/model/Model.arxml, 1, Save
