Number, Time, Resource, NoOfElements, Type
390, 117616, file:/tmp/junit-14018160270260404403/example.model2, 1, Save
391, 42929, file:/tmp/junit-14018160270260404403/example.model, 1, Save
392, 135840, file:/tmp/junit-16495448748741252275/example.model2, 1, Save
393, 41506, file:/tmp/junit-16495448748741252275/example.model, 1, Save
394, 266299, file:/tmp/junit-11823351270447205581/example.model, 1, Save
395, 53338, file:/tmp/junit-11823351270447205581/example.model2, 1, Save
396, 108099, file:/tmp/junit-17737896053099207078/example.model, 1, Save
397, 37289, file:/tmp/junit-17737896053099207078/example.model2, 1, Save
398, 121112, file:/tmp/junit-8966212410299130970/example.model2, 1, Save
399, 39943, file:/tmp/junit-8966212410299130970/example.model, 1, Save
400, 110784, file:/tmp/junit-13883130359955264533/example.model, 1, Save
401, 39242, file:/tmp/junit-13883130359955264533/example.model2, 1, Save
402, 119410, file:/tmp/junit-8846624075393053753/example.model, 1, Save
403, 43339, file:/tmp/junit-8846624075393053753/example.model2, 1, Save
404, 147582, file:/tmp/junit-18334485967659862285/example.model2, 1, Save
405, 52397, file:/tmp/junit-18334485967659862285/example.model, 1, Save
406, 104673, file:/tmp/junit-10629338787995185536/example.model, 1, Save
407, 38000, file:/tmp/junit-10629338787995185536/example.model2, 1, Save
408, 109240, file:/tmp/junit-8070032507006500184/example.model, 1, Save
409, 41046, file:/tmp/junit-8070032507006500184/example.model2, 1, Save
410, 100465, file:/tmp/junit-13894604700413421093/example.model, 1, Save
411, 37859, file:/tmp/junit-13894604700413421093/example.model2, 1, Save
412, 107548, file:/tmp/junit-5699961735732106220/example.model2, 1, Save
413, 37259, file:/tmp/junit-5699961735732106220/example.model, 1, Save
414, 118958, file:/tmp/junit-1440991965991880297/example.model2, 1, Save
415, 49381, file:/tmp/junit-1440991965991880297/example.model, 1, Save
416, 126543, file:/tmp/junit-7590194759199789065/example.model2, 1, Save
417, 37610, file:/tmp/junit-7590194759199789065/example.model, 1, Save
418, 107248, file:/tmp/junit-1642509284395101863/example.model, 1, Save
419, 33852, file:/tmp/junit-1642509284395101863/example.model2, 1, Save
510, 164553, file:/tmp/junit-15784063207317370033/example.model2, 1, Save
511, 131772, file:/tmp/junit-15784063207317370033/example.model, 1, Save
512, 165955, file:/tmp/junit-15784063207317370033/example.model2, 2, Save
513, 52026, file:/tmp/junit-15784063207317370033/example.model, 2, Save
514, 158361, file:/tmp/junit-15784063207317370033/example.model2, 3, Save
515, 42338, file:/tmp/junit-15784063207317370033/example.model, 3, Save
516, 99653, file:/tmp/junit-182817908539338870/example.model2, 1, Save
517, 43470, file:/tmp/junit-182817908539338870/example.model, 1, Save
518, 148633, file:/tmp/junit-182817908539338870/example.model2, 2, Save
519, 37659, file:/tmp/junit-182817908539338870/example.model, 2, Save
520, 127845, file:/tmp/junit-182817908539338870/example.model2, 3, Save
521, 35725, file:/tmp/junit-182817908539338870/example.model, 3, Save
522, 123767, file:/tmp/junit-7179642500749929943/example.model, 1, Save
523, 32299, file:/tmp/junit-7179642500749929943/example.model2, 1, Save
524, 85407, file:/tmp/junit-7179642500749929943/example.model, 2, Save
525, 130680, file:/tmp/junit-7179642500749929943/example.model2, 2, Save
526, 116654, file:/tmp/junit-7179642500749929943/example.model, 3, Save
527, 35966, file:/tmp/junit-7179642500749929943/example.model2, 3, Save
528, 108589, file:/tmp/junit-2562220373408211142/example.model, 1, Save
529, 33812, file:/tmp/junit-2562220373408211142/example.model2, 1, Save
530, 119650, file:/tmp/junit-2562220373408211142/example.model, 2, Save
531, 33762, file:/tmp/junit-2562220373408211142/example.model2, 2, Save
532, 108329, file:/tmp/junit-2562220373408211142/example.model, 3, Save
533, 33331, file:/tmp/junit-2562220373408211142/example.model2, 3, Save
