VitruviusChangeCounter, NoOfEChanges, Time, NoOfAffectedModels, NoOfAffectedElements
0,9,354816,2,2
1,9,248186,2,4
2,9,233698,2,4
3,7,185849,2,4
0,9,668735,2,2
1,9,310092,2,4
2,9,330740,2,4
3,7,243948,2,4
0,9,288942,2,2
1,9,222789,2,4
2,9,239600,2,4
0,9,296025,2,2
1,9,216817,2,4
2,9,226676,2,4
0,9,286467,2,2
1,9,233218,2,4
2,9,210605,2,4
3,55,613491,2,14
0,9,246813,2,2
1,9,213661,2,4
0,9,249719,2,2
1,9,212750,2,4
