VitruviusChangeCounter, NoOfEChanges, Time, NoOfAffectedModels, NoOfAffectedElements
1838, 6, 189076, 1, 1
1839, 6, 137729, 1, 2
1840, 6, 128652, 1, 2
1841, 4, 126799, 1, 2
1842, 6, 162265, 1, 1
1843, 6, 121268, 1, 2
1844, 6, 113764, 1, 2
1845, 4, 124354, 1, 2
1846, 6, 225584, 1, 1
1847, 6, 143330, 1, 2
1848, 6, 153970, 1, 2
1849, 4, 144882, 1, 2
1850, 6, 274516, 1, 1
1851, 6, 204504, 1, 2
1852, 6, 157737, 1, 2
1853, 4, 180530, 1, 2
1854, 6, 255370, 1, 1
1855, 6, 147628, 1, 2
1856, 6, 144572, 1, 2
1857, 4, 161584, 1, 2
1858, 6, 197351, 1, 1
1859, 6, 135284, 1, 2
1860, 6, 133111, 1, 2
1861, 4, 146545, 1, 2
1862, 6, 202450, 1, 1
1863, 6, 158909, 1, 2
1864, 6, 160161, 1, 2
1865, 4, 140795, 1, 2
1866, 6, 237878, 1, 1
1867, 6, 167936, 1, 2
1868, 6, 138791, 1, 2
1869, 4, 134513, 1, 2
1870, 6, 241524, 1, 1
1871, 6, 148229, 1, 2
1872, 6, 125787, 1, 2
1873, 4, 130736, 1, 2
1874, 6, 193634, 1, 1
1875, 6, 148149, 1, 2
1876, 6, 123322, 1, 2
1877, 4, 127359, 1, 2
1878, 6, 266731, 1, 1
1879, 6, 154261, 1, 2
1880, 6, 133511, 1, 2
1881, 4, 146516, 1, 2
1882, 6, 233118, 1, 1
1883, 6, 168066, 1, 2
1884, 6, 139823, 1, 2
1885, 4, 175310, 1, 2
1886, 6, 227067, 1, 1
1887, 6, 146886, 1, 2
1888, 6, 139612, 1, 2
1889, 4, 128893, 1, 2
1935, 6, 143009, 1, 1
1936, 6, 126809, 1, 2
1937, 4, 114275, 1, 2
1938, 6, 162416, 1, 1
1939, 6, 122310, 1, 2
1940, 4, 112631, 1, 2
1941, 6, 149391, 1, 1
1942, 6, 116960, 1, 2
1943, 4, 102473, 1, 2
1944, 6, 134073, 1, 1
1945, 6, 113824, 1, 2
1946, 4, 101220, 1, 2
1947, 6, 133932, 1, 1
1948, 6, 114586, 1, 2
1949, 4, 106360, 1, 2
1950, 6, 129263, 1, 1
1951, 6, 114765, 1, 2
1952, 4, 101621, 1, 2
1953, 6, 134203, 1, 1
1954, 6, 111770, 1, 2
1955, 4, 122370, 1, 2
1956, 6, 129744, 1, 1
1957, 6, 111450, 1, 2
1958, 4, 97894, 1, 2
1959, 6, 133501, 1, 1
1960, 6, 123743, 1, 2
1961, 4, 100629, 1, 2
1962, 6, 231656, 1, 1
1963, 6, 126017, 1, 2
1964, 4, 106110, 1, 2
1965, 6, 201599, 1, 1
1966, 6, 142598, 1, 2
1967, 4, 111460, 1, 2
1968, 6, 355188, 1, 1
1969, 6, 146425, 1, 2
1970, 4, 109386, 1, 2
1971, 6, 154681, 1, 1
1972, 6, 115257, 1, 2
1973, 4, 100970, 1, 2
1974, 6, 136477, 1, 1
1975, 6, 126769, 1, 2
1976, 4, 105929, 1, 2
1977, 6, 134553, 1, 1
1978, 6, 114876, 1, 2
1979, 4, 100108, 1, 2
